,accuracy,log-loss,ECE,ECE_15bins,MCE,sharpness,overconfidence,underconfidence,avg_confidence,weighted_abs_conf_difference,brier_score,Method,Dataset,Model,n_classes,size,calib_size,test_size
7,0.967375,0.10405220764994033,0.019810303030303063,0.02449970238095235,0.6782323232323233,0.06377302430837742,0.830319235631152,0.027183651426301813,0.9681673802639476,0.0007923802639476299,0.02655196159671396,GPcalib_lin,KITTI,XGBoost,2,9090,1000,8000
8,0.967,0.10425496196937524,0.018591351010100975,0.025742261904761938,0.6881313131313131,0.05646984258081588,0.8419122593256784,0.022415106941905776,0.9731076961449246,0.0061076961449245265,0.026818329112784305,GPcalib_lin,KITTI,XGBoost,2,9090,1000,8000
9,0.967875,0.10381342641287059,0.020903510101010117,0.02388482142857141,0.6831818181818181,0.062380743552709735,0.8345180804373531,0.02655369730260394,0.9689832335572921,0.0011082335572921431,0.026353135591146777,GPcalib_lin,KITTI,XGBoost,2,9090,1000,8000
0,0.954,0.13111014829308754,0.02087265151515151,0.022916369047619012,0.5841919191919192,0.10564221365438366,0.788840461273067,0.03668686800913428,0.9552873891378469,0.0012873891378470115,0.035174353030837276,GPcalib_lin,KITTI,mondrian_forest,2,9031,1000,8000
1,0.95375,0.13088947753317917,0.021431666666666682,0.023742857142857156,0.5841919191919192,0.10846613144241099,0.7835826735298582,0.03817209521454562,0.9535840628398831,0.00016593716011693155,0.03516412234746259,GPcalib_lin,KITTI,mondrian_forest,2,9031,1000,8000
2,0.95375,0.13187079724205036,0.019211426767676756,0.02292589285714288,0.46530303030303033,0.10650281150322495,0.7895611144900742,0.03661751148515025,0.9553432499662039,0.0015932499662038857,0.035434222079649504,GPcalib_lin,KITTI,mondrian_forest,2,9031,1000,8000
3,0.95375,0.132599149082098,0.020392777777777746,0.022590476190476216,0.5247979797979798,0.10790304392778435,0.7926002204073775,0.035636404146347056,0.9564195397392627,0.002669539739262719,0.03570787415717598,GPcalib_lin,KITTI,mondrian_forest,2,9031,1000,8000
4,0.953,0.13262544701184945,0.019503106060606068,0.023902678571428602,0.6089393939393939,0.10560858922856015,0.7922806360587306,0.034871095741872166,0.9570050356527561,0.004005035652756193,0.0359226585084231,GPcalib_lin,KITTI,mondrian_forest,2,9031,1000,8000
5,0.9535,0.13062630434878436,0.02049253787878788,0.023842261904761942,0.5198484848484849,0.10705631839145333,0.7870906274507624,0.03607291164585177,0.9557041929221408,0.002204192922140781,0.03535173039957823,GPcalib_lin,KITTI,mondrian_forest,2,9031,1000,8000
6,0.953125,0.1338084258935852,0.01969260101010102,0.023672023809523813,0.5544949494949495,0.10280360112025565,0.7989181743125128,0.03183067583497599,0.9602356765156876,0.007110676515687548,0.03602920218084535,GPcalib_lin,KITTI,mondrian_forest,2,9031,1000,8000
7,0.953875,0.13238578737226073,0.01928773989898989,0.02348541666666668,0.5891414141414142,0.1063113828101593,0.7938396206339057,0.03523303355224347,0.9568829426220926,0.003007942622092634,0.03560941650836431,GPcalib_lin,KITTI,mondrian_forest,2,9031,1000,8000
8,0.9535,0.13164695917474528,0.021026767676767665,0.02303690476190474,0.5841919191919192,0.10716401557314421,0.7866905419876526,0.03701200343307434,0.9547901649289894,0.0012901649289894512,0.035403063346449506,GPcalib_lin,KITTI,mondrian_forest,2,9031,1000,8000
9,0.953625,0.1323237743979172,0.01874579545454544,0.023175595238095228,0.6881313131313131,0.10468492492542962,0.7944290383963766,0.03343559876672291,0.9585816237817157,0.004956623781715873,0.03556576515668663,GPcalib_lin,KITTI,mondrian_forest,2,9031,1000,8000
0,0.96425,0.11281367813346607,0.012070593434343453,0.023211904761904746,0.9158080808080808,0.09447034503331499,0.815387174012344,0.026446915767508725,0.967898652942121,0.003648652942120967,0.029484337939824613,GPcalib_lin,KITTI,random_forest,2,9090,1000,8000
1,0.9625,0.1122074281018541,0.011179457070707045,0.02331904761904764,0.8712626262626262,0.10287169931524096,0.793187783313484,0.030395495984836454,0.9629888769888506,0.0004888769888505493,0.029787584497109405,GPcalib_lin,KITTI,random_forest,2,9090,1000,8000
2,0.96325,0.10942812239055626,0.012843611111111129,0.02549702380952381,0.8613636363636363,0.10553603556973311,0.7814632263161124,0.03338880926433507,0.9598070030432464,0.003442996956753666,0.028898201861430297,GPcalib_lin,KITTI,random_forest,2,9090,1000,8000
3,0.96475,0.10787549874600072,0.01599809343434343,0.028200297619047646,0.8514646464646465,0.10766454654608393,0.7767203966006809,0.03672010483025961,0.956703672845181,0.008046327154818948,0.02811155293530546,GPcalib_lin,KITTI,random_forest,2,9090,1000,8000
4,0.964125,0.11027081480654363,0.013324936868686892,0.026795535714285734,0.8613636363636363,0.10596814740789147,0.7898065961950896,0.03406828866331322,0.9596132228309819,0.00451177716901802,0.029046896383939192,GPcalib_lin,KITTI,random_forest,2,9090,1000,8000
5,0.9635,0.1112995688711916,0.01063016414141415,0.0234461309523809,0.8811616161616161,0.09565769383233548,0.8041222488743881,0.02653206273437259,0.9672868196393472,0.0037868196393471554,0.029248934875926835,GPcalib_lin,KITTI,random_forest,2,9090,1000,8000
6,0.9645,0.1098404002844747,0.015391098484848481,0.027989285714285737,0.8118686868686869,0.10957552739143785,0.7778507294020665,0.03776577716030854,0.9556886088226557,0.008811391177344242,0.02853851557877545,GPcalib_lin,KITTI,random_forest,2,9090,1000,8000
7,0.962625,0.11503297867892164,0.011857171717171744,0.02319583333333336,0.9257070707070707,0.08998337380107573,0.8159010530514997,0.023173114768715454,0.9708122822535652,0.008187282253565128,0.030088784450304572,GPcalib_lin,KITTI,random_forest,2,9090,1000,8000
8,0.963875,0.10961887374490688,0.013662411616161609,0.026888392857142875,0.8910606060606061,0.10594757591952873,0.7817453155787217,0.034616204141126754,0.9587498557587528,0.005125144241247256,0.028678569230020025,GPcalib_lin,KITTI,random_forest,2,9090,1000,8000
9,0.96325,0.11182682216329963,0.0094617803030303,0.0233616071428571,0.8762121212121212,0.10155651502890489,0.7970093610545389,0.02913340424871475,0.9644773423761798,0.001227342376179781,0.029438536021200654,GPcalib_lin,KITTI,random_forest,2,9090,1000,8000
0,0.96225,0.12243718096075286,0.02283296717171721,0.022505357142857143,0.5940909090909091,0.07870793279334219,0.8329746023500914,0.030554292577633296,0.9642939232058882,0.002043923205888268,0.03133313729131785,GPcalib_lin,KITTI,1layer_NN,2,9090,1000,8000
1,0.961875,0.12883923644241888,0.02774561868686869,0.024968749999999956,0.7524747474747475,0.053246786030004434,0.869847837613297,0.02859729314504184,0.9675309274651197,0.005655927465119795,0.03258264642564861,GPcalib_lin,KITTI,1layer_NN,2,9090,1000,8000
2,0.962125,0.1269896640766394,0.028922803030303038,0.025164285714285712,0.7376262626262626,0.05486645693589664,0.8553089203866822,0.0337593800878044,0.9620390817926668,8.591820733323124e-05,0.03178440694473375,GPcalib_lin,KITTI,1layer_NN,2,9090,1000,8000
3,0.962,0.1278471550315671,0.02685349747474747,0.02714255952380951,0.7475252525252525,0.05469915053492364,0.864413639135744,0.030004430308844976,0.9659834563300495,0.0039834563300494355,0.03227083138888537,GPcalib_lin,KITTI,1layer_NN,2,9090,1000,8000
4,0.96275,0.1269410996430245,0.027026628787878808,0.026998214285714247,0.7871212121212121,0.05274680048846387,0.8674237733917036,0.030228959547146626,0.9659586047548256,0.003208604754825546,0.03182815065407027,GPcalib_lin,KITTI,1layer_NN,2,9090,1000,8000
5,0.961125,0.13206314679062706,0.026398648989899045,0.02438303571428567,0.7821717171717172,0.051825159537404866,0.8767956597989663,0.024325174446453632,0.971830897984837,0.010705897984837062,0.033328028444739206,GPcalib_lin,KITTI,1layer_NN,2,9090,1000,8000
6,0.962,0.12775516691659372,0.02693804292929294,0.027167559523809538,0.7673232323232323,0.053759074090287344,0.8645547794199481,0.029665092848488738,0.9663152622977119,0.004315262297711894,0.03220034692786463,GPcalib_lin,KITTI,1layer_NN,2,9090,1000,8000
7,0.961625,0.12779638508201752,0.03019222222222227,0.025966071428571453,0.7376262626262626,0.058914726138632065,0.8518643313159849,0.03469734672947693,0.9609494576655176,0.0006755423344822833,0.032212242397485574,GPcalib_lin,KITTI,1layer_NN,2,9090,1000,8000
8,0.96125,0.12868902948671718,0.027760277777777807,0.02718392857142854,0.7673232323232323,0.0548326505554574,0.8626164422448787,0.028706164044196646,0.967082586949505,0.005832586949504979,0.03261294263554862,GPcalib_lin,KITTI,1layer_NN,2,9090,1000,8000
9,0.962875,0.1263913615902109,0.030981010101010065,0.027028869047619076,0.7227777777777777,0.058916951145416445,0.8385410178262412,0.042353237581218846,0.9532249616507832,0.009650038349216919,0.031006423944076825,GPcalib_lin,KITTI,1layer_NN,2,9090,1000,8000
